Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
World,WLD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,3040000000,3428000000,3797000000,4362000000,4653000000,4998000000,6127000000,6387000000,7203000000,7830000000,10627000000,13198000000,14055000000,16155000000,15382000000,17335000000,19119000000,20379000000,20905000000,24098000000,28647000000,31835000000,40590000000,45442000000,49706000000,54248000000,59693000000,63035000000,65987000000,128193000000,156082000000,125401000000,138821000000,143970000000,151581000000,157537000000,162041000000,171739000000,180233000000,196223000000,217095000000,224461000000,253263000000,277856000000,316183000000,359313000000,405335000000,467437000000,543399000000,631821000000,765437000000,911584000000,1067911000000,1267134000000,1435701000000,1644540000000,,,,,,,
